Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-avuh,checkpoint-nnz8,checkpoint-a42j,checkpoint-dy11,checkpoint-pxfe,checkpoint-2q1l,checkpoint-d6dn,checkpoint-ousn,randomiser-s8gy,Randomise questionnaire elements?,Question Key,Response
1,1616680224713,25/03/2021 13:50:24,1616680223673,0,25/03/2021 13:50:23,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,BEGIN QUESTIONNAIRE,
2,1616680240525,25/03/2021 13:50:40,1616680239501,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-2,1
3,1616680240743,25/03/2021 13:50:40,1616680239506,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-3,1
4,1616680240743,25/03/2021 13:50:40,1616680239506,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-4,1
5,1616680240743,25/03/2021 13:50:40,1616680239507,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-5,1
6,1616680240743,25/03/2021 13:50:40,1616680239508,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,response-6,1
7,1616680240743,25/03/2021 13:50:40,1616680239509,0,25/03/2021 13:50:39,47307,12,questionnaire-xbvt,,11314605,562a00dac8ffc20012513fbe,3450552,,complete,,605c94022753e12fa1dbe6d5,computer,Desktop or Laptop,Linux x86_64,Firefox 86.0,1920x1080,980x472,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask1,No,END QUESTIONNAIRE,15835
1,1616680521461,25/03/2021 13:55:21,1616680470022,0,25/03/2021 13:54:30,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,BEGIN QUESTIONNAIRE,
2,1616680543583,25/03/2021 13:55:43,1616680492136,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-2,1
3,1616680543724,25/03/2021 13:55:43,1616680492186,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-3,1
4,1616680543724,25/03/2021 13:55:43,1616680492187,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-4,1
5,1616680543724,25/03/2021 13:55:43,1616680492188,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-5,1
6,1616680543724,25/03/2021 13:55:43,1616680492189,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-6,1
7,1616680543724,25/03/2021 13:55:43,1616680492196,0,25/03/2021 13:54:52,47307,12,questionnaire-xbvt,,11315159,5efb35574bdb3e05dfa40b6e,3450675,,complete,,605c942626071083ab0fcd69,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x654,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,END QUESTIONNAIRE,22174
1,1616670730521,25/03/2021 11:12:10,1616670658813,0,25/03/2021 11:10:58,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,BEGIN QUESTIONNAIRE,
2,1616670780368,25/03/2021 11:13:00,1616670708683,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-2,1
3,1616670780457,25/03/2021 11:13:00,1616670708683,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-3,1
4,1616670780457,25/03/2021 11:13:00,1616670708683,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-4,1
5,1616670780457,25/03/2021 11:13:00,1616670708683,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-5,1
6,1616670780457,25/03/2021 11:13:00,1616670708684,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-6,1
7,1616670780457,25/03/2021 11:13:00,1616670708684,0,25/03/2021 11:11:48,47307,12,questionnaire-xbvt,,11307058,600ace3369d46b0520b289aa,3448554,,complete,,605c5feb77974824bbe0dc48,computer,Desktop or Laptop,Mac OS 10.14,Firefox 87.0,1440x900,718x826,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,END QUESTIONNAIRE,49871
1,1616667880829,25/03/2021 10:24:40,1616667880739,0,25/03/2021 10:24:40,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,BEGIN QUESTIONNAIRE,
2,1616667890597,25/03/2021 10:24:50,1616667890572,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-2,1
3,1616667890707,25/03/2021 10:24:50,1616667890574,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-3,1
4,1616667890707,25/03/2021 10:24:50,1616667890575,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-4,1
5,1616667890707,25/03/2021 10:24:50,1616667890575,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-5,1
6,1616667890707,25/03/2021 10:24:50,1616667890575,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,response-6,1
7,1616667890707,25/03/2021 10:24:50,1616667890575,0,25/03/2021 10:24:50,47307,12,questionnaire-xbvt,,11304157,5ba53688bf3b9d000152127c,3447913,,complete,,605c6289fc8d2e3ed10d88d5,computer,Desktop or Laptop,Mac OS 10.13,Firefox 87.0,1280x800,1280x635,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice2,No,END QUESTIONNAIRE,9836
1,1616667788847,25/03/2021 10:23:08,1616667791036,0,25/03/2021 10:23:11,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1366x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,BEGIN QUESTIONNAIRE,
2,1616667872057,25/03/2021 10:24:32,1616667874386,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-2,1
3,1616667872136,25/03/2021 10:24:32,1616667874396,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-3,1
4,1616667872136,25/03/2021 10:24:32,1616667874397,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-4,1
5,1616667872136,25/03/2021 10:24:32,1616667874399,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-5,1
6,1616667872136,25/03/2021 10:24:32,1616667874400,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-6,1
7,1616667872136,25/03/2021 10:24:32,1616667874401,0,25/03/2021 10:24:34,47307,12,questionnaire-xbvt,,11304090,602e7fe3cfca8aa08cc6d3ff,3447899,,complete,,605c6269aa8678bc250ee46c,computer,Desktop or Laptop,Windows 7,Firefox 57.0,1366x768,1349x656,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,END QUESTIONNAIRE,83366
1,1616667760431,25/03/2021 10:22:40,1616667759708,0,25/03/2021 10:22:39,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,BEGIN QUESTIONNAIRE,
2,1616667829274,25/03/2021 10:23:49,1616667828561,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-2,1
3,1616667829353,25/03/2021 10:23:49,1616667828564,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-3,1
4,1616667829353,25/03/2021 10:23:49,1616667828564,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-4,1
5,1616667829353,25/03/2021 10:23:49,1616667828564,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-5,1
6,1616667829353,25/03/2021 10:23:49,1616667828564,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-6,1
7,1616667829353,25/03/2021 10:23:49,1616667828564,0,25/03/2021 10:23:48,47307,12,questionnaire-xbvt,,11304074,5f849dfdb3a48f1276848897,3447893,,complete,,605c6266ed57214c6ab4041e,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1280x800,1280x666,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,END QUESTIONNAIRE,68856
1,1616667721663,25/03/2021 10:22:01,1616667721569,-7,25/03/2021 03:22:01,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1366x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,BEGIN QUESTIONNAIRE,
2,1616667741375,25/03/2021 10:22:21,1616667741480,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-2,1
3,1616667741974,25/03/2021 10:22:21,1616667741486,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-3,1
4,1616667741974,25/03/2021 10:22:21,1616667741487,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-4,1
5,1616667741974,25/03/2021 10:22:21,1616667741488,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-5,1
6,1616667741974,25/03/2021 10:22:21,1616667741488,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,response-6,1
7,1616667741974,25/03/2021 10:22:21,1616667741489,-7,25/03/2021 03:22:21,47307,12,questionnaire-xbvt,,11304045,60599e03c1a5dcba6068ca40,3447883,,complete,,605c613d1183ec584424d5e0,computer,Desktop or Laptop,Windows 7,Firefox 87.0,1366x768,1349x664,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,slice1,No,END QUESTIONNAIRE,19920
1,1616667662921,25/03/2021 10:21:02,1616667662733,0,25/03/2021 10:21:02,47307,12,questionnaire-xbvt,,11304006,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1366x622,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,BEGIN QUESTIONNAIRE,
2,1616667702778,25/03/2021 10:21:42,1616667702644,0,25/03/2021 10:21:42,47307,12,questionnaire-xbvt,,11304006,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x622,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-2,1
3,1616667702841,25/03/2021 10:21:42,1616667702647,0,25/03/2021 10:21:42,47307,12,questionnaire-xbvt,,11304006,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x622,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-3,1
4,1616667702841,25/03/2021 10:21:42,1616667702647,0,25/03/2021 10:21:42,47307,12,questionnaire-xbvt,,11304006,5ce1d945feca32001bf94623,3447876,,complete,,605c62fb0cba79009c512b77,computer,Desktop or Laptop,Windows 10,Firefox 87.0,1366x768,1349x622,PostDebriefCP,Info_Consent_Form,11,PostConsentCP,PostBrowserFullscreenCP,PostDebriefCP,PostTenMinBreak,PostFamCP,PostTrainingCP,PostRecogCP,PostThreeItemCP,mask2,No,response-4,1
